ID,Name,Genes,Length
72663,establishment of protein localization to peroxisome,ACAA1;ACOT2;ACOT4;ACOT8;ACOX1;ACOX2;ACOX3;AGPS;AGXT;AMACR;BAAT;CAT;CRAT;CROT;DAO;DDO;DECR2;DHRS4;ECH1;ECI2;EHHADH;EPHX2;GNPAT;GSTK1;HACL1;HAO1;HAO2;HMGCL;HSD17B4;IDE;IDH1;LONP2;MLYCD;MPV17;NOS2;NUDT19;NUDT7;PAOX;PECR;PEX1;PEX10;PEX12;PEX13;PEX14;PEX16;PEX19;PEX2;PEX26;PEX3;PEX5;PEX5L;PEX6;PEX7;PHYH;PIPOX;RAB8B;RPS27A;SCP2;SLC27A2;TYSND1;UBA52;UBB;UBC;UBE2D1;UBE2D2;UBE2D3;USP9X;ZFAND6,68
72665,protein localization to vacuole,AP3B1;AP3D1;AP3M1;AP4M1;BECN1;C12orf66;CACNG2;CACNG3;CACNG4;CACNG8;CD81;CLU;GBP1;GCC2;GGA3;GNPTAB;GOSR2;HGS;HSPA8;KPTN;LAMP2;LAMTOR4;LAMTOR5;M6PR;MON1A;MON1B;NAGPA;NCOA4;NEDD4;PIK3R4;RAB7A;RNF128;RTN4;SCARB2;SH3BP4;SH3GLB1;SMURF1;SNF8;SNX16;SORL1;SORT1;STAM;SZT2;TNFAIP3;TRAPPC8;VPS13A;VPS13C;VPS13D;VPS25;VPS28;VPS36;VPS37A;VPS37B;VPS37C;VPS37D;VPS41;VPS4A;VTI1A;VTI1B;ZFYVE16,60
72666,establishment of protein localization to vacuole,AP3B1;AP3D1;AP3M1;AP4M1;BECN1;CACNG2;CACNG3;CACNG4;CACNG8;CLU;GCC2;GNPTAB;GOSR2;HGS;HSPA8;LAMP2;M6PR;MON1A;MON1B;NAGPA;NCOA4;NEDD4;PIK3R4;RAB7A;SCARB2;SMURF1;SNF8;SNX16;SORL1;SORT1;STAM;TNFAIP3;TRAPPC8;VPS13A;VPS13C;VPS13D;VPS25;VPS28;VPS36;VPS37A;VPS37B;VPS37C;VPS37D;VPS41;VPS4A;VTI1A;VTI1B;ZFYVE16,48
72676,lymphocyte migration,ADAM8;ARTN;CCL1;CCL11;CCL13;CCL14;CCL15;CCL16;CCL17;CCL18;CCL19;CCL2;CCL20;CCL21;CCL22;CCL23;CCL24;CCL25;CCL26;CCL3;CCL4;CCL5;CCL7;CCL8;CCR2;CCR6;CCR7;CH25H;CKLF;CRK;CRKL;CRTAM;CX3CL1;CXCL10;CXCL11;CXCL13;CXCL16;CXCR3;CYP7B1;DEFA1;F11R;FUT7;GAS6;GATA3;GPR15;GPR183;HSD3B7;ICAM1;ITGAL;ITGB7;MSMP;MSN;MYO1G;PIK3CD;PIK3CG;RET;S1PR1;SAA1;SLC12A2;SPNS2;TBX21;WNK1;XCL1;XCL2;XG;ZAP70,66
72677,eosinophil migration,CCL1;CCL11;CCL13;CCL15;CCL18;CCL2;CCL23;CCL24;CCL3;CCL5;CCL7;CCL8;CX3CL1;EPX;HRH1;LGALS3;SCG2;XCL1;XCL2,19
72678,T cell migration,CCL2;CCL20;CCL26;CCL3;CCR2;CCR6;CRK;CRKL;CXCL10;CXCL11;CXCL16;CXCR3;DEFA1;F11R;GPR15;GPR183;ICAM1;ITGAL;ITGB7;MSN;MYO1G;PIK3CD;PIK3CG;S1PR1;SLC12A2;XG;ZAP70,27
72710,response to hydroxyurea,ATRX;BLM;DDI1;DDI2;DDX11;FMR1;KAT7;RAD51;SPIDR;TIMELESS;TREX1,11
72711,cellular response to hydroxyurea,ATRX;BLM;DDI1;DDI2;DDX11;FMR1;RAD51;SPIDR;TIMELESS;TREX1,10
75522,IRES-dependent viral translational initiation,DENR;EIF2D;EIF3A;EIF3B;EIF3D;EIF3F;MCTS1;PCBP2;PTBP1;SSB,10
75733,intracellular transport of virus,AAAS;CD209;CLEC4M;DYNLT1;KPNA1;KPNA2;KPNA3;KPNA6;KPNB1;MVB12A;MVB12B;NDC1;NMT2;NUP107;NUP133;NUP153;NUP155;NUP160;NUP188;NUP205;NUP210;NUP214;NUP35;NUP37;NUP43;NUP50;NUP54;NUP62;NUP85;NUP88;NUP93;NUP98;POM121;POM121C;RAE1;RAN;RANBP2;RPS27A;SEC13;SEH1L;TPR;TSG101;UBA52;UBAP1;UBB;UBC;VPS28;VPS37A;VPS37B;VPS37C;VPS37D;XPO1,52
80009,mRNA methylation,CBLL1;CMTR1;CMTR2;METTL14;METTL16;METTL3;NSUN2;PCIF1;TRMT10C;TRMT6;TRMT61A;TRMT61B;WTAP;ZC3H13,14
80111,DNA demethylation,AICDA;ALKBH1;ALKBH2;ALKBH3;ALKBH4;APEX1;APOBEC1;APOBEC2;APOBEC3A;APOBEC3B;APOBEC3C;APOBEC3D;APOBEC3F;APOBEC3G;APOBEC3H;FTO;TDG;TET1;TET2;TET3,20
80154,regulation of fertilization,ASTL;B4GALT1;CACNA1H;CCDC87;CRISP1;FAM170B;GLRA1;HYAL3;IQCF1;LHFPL2;NOX5;OVGP1;PAEP;PLB1;PLCB1;POMZP3;PRDM9;PRSS37;RNASE10;SERPINA10;SPINK1;SPINK13;STXBP1;WEE2;ZP2;ZP3;ZP4,27
80182,histone H3-K4 trimethylation,ARID4A;BEND3;CTR9;KMT2A;KMT2B;KMT2D;OGT;PRDM7;PRDM9;RTF1;SETD1A;SETD1B;TET2;TET3;WDR61;WDR82;ZNF335,17
85029,extracellular matrix assembly,ATP7A;COL1A2;EFEMP2;EMILIN1;FBLN5;GAS6;GPM6B;HAPLN2;HAS1;HAS2;HAS3;IHH;LAMB1;LAMB2;LAMB3;LAMB4;LOX;MEGF9;MFAP4;MYH11;NTN4;PLOD3;PXDN;QSOX1;RAMP2;SMPD3;TGFB1;THSD4;TNXB,29
86001,cardiac muscle cell action potential,ANK2;ATP1A1;ATP1A2;ATP1B1;CACNA1C;CACNA1D;CACNA1G;CACNA2D1;CACNB2;CAV3;DMD;FGF12;GJA1;GJA5;GJC1;GPD1L;HCN2;HCN4;KCNA5;KCND3;KCNE1;KCNE2;KCNE3;KCNE4;KCNH2;KCNIP2;KCNJ2;KCNJ3;KCNJ5;KCNJ8;KCNN2;KCNQ1;NEDD4L;NUP155;PKP2;RYR2;SCN10A;SCN1A;SCN1B;SCN2B;SCN3B;SCN4B;SCN5A;SLC4A3;SLC8A1;SNTA1;TRPM4;YWHAE,48
86002,cardiac muscle cell action potential involved in contraction,ANK2;ATP1A1;CACNA1C;CACNA1D;CACNA1G;CACNA2D1;CACNB2;CAV3;FGF12;GJA1;GJA5;GJC1;GPD1L;KCNA5;KCND3;KCNE1;KCNE2;KCNE3;KCNE4;KCNH2;KCNJ2;KCNJ3;KCNJ5;KCNJ8;KCNN2;KCNQ1;NEDD4L;NUP155;PKP2;RYR2;SCN1A;SCN1B;SCN2B;SCN3B;SCN4B;SCN5A;SNTA1,37
86003,cardiac muscle cell contraction,ANK2;ATP1A1;CACNA1C;CACNA1D;CACNA1G;CACNA2D1;CACNB2;CAMK2D;CAV3;FGF12;GJA1;GJA5;GJC1;GPD1L;KCNA5;KCND3;KCNE1;KCNE2;KCNE3;KCNE4;KCNH2;KCNJ2;KCNJ3;KCNJ5;KCNJ8;KCNN2;KCNQ1;NEDD4L;NUP155;PKP2;RYR2;SCN1A;SCN1B;SCN2B;SCN3B;SCN4B;SCN5A;SGCD;SLC9A1;SNTA1,40
86004,regulation of cardiac muscle cell contraction,ADORA1;AKAP9;ANK2;ATP1A1;ATP1A2;ATP2A1;ATP2A2;BIN1;CACNA1C;CAMK2D;CAV1;CAV3;CTNNA3;DLG1;DSC2;DSG2;DSP;FGF13;FLNA;GATA4;GJA5;HCN4;JUP;KCNE3;KCNJ2;NOS1AP;PDE4B;PDE4D;PKP2;PLN;RANGRF;RNF207;RYR2;SCN5A;SRI;STC1;SUMO1;TRPM4,38
86005,ventricular cardiac muscle cell action potential,ANK2;CAV3;GJA5;GPD1L;KCND3;KCNE1;KCNE2;KCNE3;KCNE4;KCNH2;KCNJ3;KCNJ5;KCNJ8;KCNQ1;NEDD4L;PKP2;RYR2;SCN3B;SCN5A;SNTA1,20
86009,membrane repolarization,ATP1A1;ATP1A2;ATP1B1;ATP1B2;ATP1B3;KCNA5;KCND3;KCNE1;KCNE2;KCNE3;KCNE4;KCNH2;KCNIP2;KCNJ2;KCNJ3;KCNJ5;KCNJ8;KCNN2;KCNQ1;YWHAE,20
86010,membrane depolarization during action potential,ANK2;ATP1A2;CACNA1C;CACNA1D;CACNA1G;CACNA1H;CACNA1I;CACNA2D1;CACNB2;HCN2;HCN4;KCNH2;KCNJ2;SCN10A;SCN11A;SCN1A;SCN1B;SCN2A;SCN2B;SCN3A;SCN3B;SCN4A;SCN4B;SCN5A;SCN7A;SCN8A;SCN9A;SLC8A1;TRPM4;YWHAH,30
86011,membrane repolarization during action potential,ATP1A1;ATP1B1;KCNA5;KCND3;KCNE1;KCNE2;KCNE3;KCNE4;KCNH2;KCNIP2;KCNJ2;KCNJ3;KCNJ5;KCNJ8;KCNN2;KCNQ1;YWHAE,17
86012,membrane depolarization during cardiac muscle cell action potential,ANK2;ATP1A2;CACNA1C;CACNA1D;CACNA1G;CACNA2D1;CACNB2;HCN2;HCN4;KCNJ2;SCN1B;SCN2B;SCN3B;SCN4B;SCN5A;SLC8A1;TRPM4,17
86013,membrane repolarization during cardiac muscle cell action potential,ATP1A1;ATP1B1;KCNA5;KCND3;KCNE1;KCNE2;KCNE3;KCNE4;KCNH2;KCNIP2;KCNJ2;KCNJ3;KCNJ5;KCNJ8;KCNN2;KCNQ1;YWHAE,17
86014,atrial cardiac muscle cell action potential,ANK2;CACNA1C;CACNB2;GJA1;GJC1;KCNA5;KCNJ3;KCNJ5;KCNN2;KCNQ1;NUP155;SCN3B;SCN5A,13
86019,cell-cell signaling involved in cardiac conduction,ANK2;CACNA1C;CACNA1D;CACNA1G;CACNA2D1;CACNB2;CASQ2;GJA1;GJA5;GJC1;HCN4;KCNA5;KCNJ3;KCNJ5;KCNN2;KCNQ1;NUP155;PKP2;RNF207;RYR2;SCN10A;SCN1B;SCN3B;SCN4B;SCN5A;TRPM4,26
86064,cell communication by electrical coupling involved in cardiac conduction,ATP1A1;ATP1A2;ATP1A3;ATP1B1;ATP1B2;CACNA1C;FKBP1B;GJA1;GJA5;GJC1;GJC3;GJD3;PKP2;PRKACA;RYR2;SLC8A1,16
86065,cell communication involved in cardiac conduction,ANK2;ATP1A1;ATP1A2;ATP1A3;ATP1B1;ATP1B2;CACNA1C;CACNA1D;CACNA1G;CACNA2D1;CACNB2;CASQ2;CTNNA3;CXADR;DSC2;DSG2;DSP;FKBP1B;GJA1;GJA5;GJC1;GJC3;GJD3;HCN4;JUP;KCNA5;KCNJ3;KCNJ5;KCNN2;KCNQ1;NUP155;PKP2;PRKACA;RNF207;RYR2;SCN10A;SCN1B;SCN3B;SCN4B;SCN5A;SLC8A1;TNNI3K;TRPM4,43
86066,atrial cardiac muscle cell to AV node cell communication,ANK2;CACNA1C;CACNB2;GJA1;GJA5;GJC1;KCNA5;KCNJ3;KCNJ5;KCNN2;KCNQ1;NUP155;SCN3B;SCN5A,14
86067,AV node cell to bundle of His cell communication,CACNA1C;CACNA1G;CACNB2;CXADR;GJA5;GJC1;GJC3;SCN10A;SCN4B;SCN5A;TRPM4,11
86069,bundle of His cell to Purkinje myocyte communication,CACNA2D1;CTNNA3;DSC2;DSG2;DSP;GJA5;JUP;KCNA5;PKP2;SCN10A;SCN5A;TNNI3K;TRPM4,13
86091,regulation of heart rate by cardiac conduction,AKAP9;ANK2;BIN1;CACNA1C;CACNA1D;CACNA1G;CACNA2D1;CACNB2;CAMK2D;CAV1;CTNNA3;DSC2;DSG2;DSP;GJA5;HCN4;JUP;KCNA5;KCND3;KCNE1;KCNE2;KCNE3;KCNE4;KCNH2;KCNJ2;KCNJ3;KCNJ5;KCNQ1;PKP2;SCN1B;SCN2B;SCN3B;SCN4B;SCN5A;TRPM4;YWHAE,36
90009,primitive streak formation,ETS2;FOXA2;GDF3;LHX1;LRP6;NODAL;OTX2;SRF;WNT5A,9
90022,regulation of neutrophil chemotaxis,BST1;C1QBP;C3AR1;C5AR1;C5AR2;CAMK1D;CCL19;CCL21;CCR7;CD74;CXCL8;CXCR2;DAPK2;DNM1L;DPP4;DYSF;EDN1;IL23A;JAM3;LBP;MCU;MDK;MOSPD2;MPP1;NCKAP1L;RAC1;RAC2;SLIT2;THBS4;TIRAP;XCL1,31
90023,positive regulation of neutrophil chemotaxis,C1QBP;C3AR1;C5AR1;CAMK1D;CCL19;CCL21;CCR7;CD74;CXCL8;CXCR2;DAPK2;DNM1L;DYSF;EDN1;IL23A;LBP;MCU;MDK;MOSPD2;NCKAP1L;RAC1;RAC2;THBS4;TIRAP;XCL1,25
90025,regulation of monocyte chemotaxis,AIF1;ANO6;CCL1;CCL5;CCR1;CCR2;CREB3;CXCL10;CXCL12;CXCL17;DEFB124;DUSP1;FPR2;GREM1;HMGB1;LGMN;LYN;MOSPD2;NBL1;PLA2G7;S100A14;S100A7;SERPINE1;SLAMF8;SLIT2,25
90026,positive regulation of monocyte chemotaxis,AIF1;ANO6;CCL1;CCL5;CCR1;CCR2;CREB3;CXCL10;CXCL12;CXCL17;DEFB124;FPR2;HMGB1;LGMN;MOSPD2;PLA2G7;S100A14;S100A7;SERPINE1,19
90036,regulation of protein kinase C signaling,ADRA1A;AKAP12;CD40;FLT4;GPD1L;MC1R;MYADM;PLA2G6;SEZ6;SEZ6L;SPHK2;ULK4;VEGFA;WNT11;WNT5A,15
90037,positive regulation of protein kinase C signaling,ADRA1A;CD40;FLT4;MC1R;PLA2G6;SPHK2;VEGFA;WNT11;WNT5A,9
90043,regulation of tubulin deacetylation,BEX4;EP300;FNTA;FRY;MAPT;NEK3;PRKAA1;PRKAA2;TADA3;TPPP,10
90049,regulation of cell migration involved in sprouting angiogenesis,ABL1;AKT3;ANXA1;CARD10;CIB1;DLL4;FBXW7;FGF2;FGFBP1;FOXC2;GATA2;HDAC5;HDAC7;HDAC9;HMOX1;ITGB1BP1;KDR;KLF4;MAP2K5;MAP3K3;MEOX2;MMRN2;NOTCH1;NR2E1;NRP1;PDCD10;PIK3C2A;PLK2;PTGS2;RHOA;RHOJ;SPRED1;SRPX2;STARD13;TBXA2R;THBS1;VEGFA,37
90050,positive regulation of cell migration involved in sprouting angiogenesis,ABL1;AKT3;ANXA1;CIB1;FGF2;FGFBP1;FOXC2;GATA2;HDAC7;HDAC9;HMOX1;KDR;MAP3K3;NRP1;PIK3C2A;PLK2;PTGS2;RHOJ;SRPX2;VEGFA,20
90051,negative regulation of cell migration involved in sprouting angiogenesis,CARD10;DLL4;HDAC5;ITGB1BP1;KLF4;MAP2K5;MEOX2;MMRN2;NOTCH1;PDCD10;RHOA;SPRED1;STARD13;TBXA2R;THBS1,15
90068,positive regulation of cell cycle process,ADAM17;ADAMTS1;AIF1;AKT1;ANAPC11;ANAPC4;ANAPC5;ANAPC7;ANKRD17;ANKRD31;ANXA1;APEX1;APP;ARID3A;ATAD5;ATM;ATRX;AURKA;AURKB;AURKC;BAX;BECN1;BRCA1;BRD4;BTC;BTG2;CARM1;CASP2;CCNB1;CCND1;CCND2;CCND3;CD28;CDC14A;CDC14B;CDC16;CDC23;CDC25A;CDC25B;CDC25C;CDC27;CDC42;CDC45;CDC6;CDC7;CDC73;CDCA5;CDK1;CDK10;CDK2;CDK4;CDK5R1;CDKN1A;CDKN1B;CDT1;CENPJ;CENPV;CEP120;CHEK2;CIT;CNOT1;CNOT10;CNOT11;CNOT2;CNOT3;CNOT4;CNOT6;CNOT6L;CNOT7;CNOT8;CRADD;CRLF3;CRNN;CSPP1;CUL3;CUL4A;CUL4B;CXCR5;CYP1A1;DAB2IP;DAZL;DBF4;DBF4B;DDRGK1;DDX11;DDX3X;DLGAP5;DMRT1;DRD2;DRD3;DTL;DYNC1H1;DYNC1LI1;DYRK3;E2F1;E2F4;E2F7;E2F8;ECT2;EDN1;EDN3;EGF;EGFR;EIF4G1;EP300;EPGN;EREG;ESPL1;EZH2;FAM83D;FAP;FBXO5;FEN1;FGF10;FGF8;FGFR1;FOXO4;GADD45A;GATA6;GEN1;GIPC1;GLI1;GML;GPSM2;GTSE1;HMGA2;HNRNPU;HSPA2;HYAL1;ID2;IGF1;IGF2;IL1A;IL1B;INO80;INS;INSM1;INSR;KCNA5;KIF14;KIF20B;KIF23;KIF3B;KLHL18;KMT2E;LRP5;LSM10;LSM11;MAD2L1;MAP10;MAPK15;MDM2;MDM4;MECP2;MED1;MED25;MEPCE;MRGPRX2;MSX1;MSX2;MTA3;MTBP;MUC1;MYBBP1A;MYOG;NDC80;NEUROG1;NIPBL;NPM1;NPM2;NSFL1C;NSMCE2;NUDT16;NUMA1;NUP62;NUSAP1;OPN1LW;OR1A2;OR2A4;PAF1;PAGR1;PBX1;PCBP4;PCID2;PCNA;PDGFB;PDGFRB;PHB2;PHIP;PHOX2B;PIDD1;PIWIL2;PKD2;PKN2;PKP4;PLAGL1;PLCB1;PLK2;PLK3;PLK4;PLRG1;PML;POC1A;POU4F1;PPP2R5B;PRDM7;PRDM9;PRKACA;PRKCE;PRMT1;RAB11A;RAB11FIP4;RACGAP1;RAD21;RAD51B;RAD51C;RANBP1;RB1;RBL2;RCC2;RDX;RGCC;RHNO1;RHOA;RNF112;ROCK2;RPL23;RPL26;RPTOR;RRP8;RXFP3;SFN;SFPQ;SH2B1;SIN3A;SIRT2;SMARCD3;SMC5;SMPD3;SOX15;SOX4;SPAG5;SPAST;SPHK1;SSTR5;STOX1;STXBP4;SVIL;TAS1R2;TAS2R13;TERT;TFDP1;TFDP2;TGFA;TMOD3;TNKS1BP1;TOPAZ1;TP53;TP73;TPR;TRIAP1;UBE2B;UBE2C;UBE2E2;UBXN2B;UHRF2;USP19;VPS4B;WIZ;WNT10B;WNT4;WNT5A;XRCC3;ZBTB17;ZNF16;ZNF385A,276
90075,relaxation of muscle,ADORA1;ADORA2B;ATP1A1;ATP1A2;ATP1B1;ATP2A1;ATP2A2;CAMK2D;CHGA;GSTM2;KCNJ2;KCNMA1;P2RX4;P2RY1;PDE5A;PLN;PRKG1;RGS2;SLC8A1;SOD1,20
90083,regulation of inclusion body assembly,BAG5;CDC34;CLU;DNAJA4;DNAJB1;DNAJB2;DNAJB6;DNAJB8;HSF1;HSPA1A;HSPA1B;HSPA2;PSMC5;SACS;SNCAIP;SORL1,16
90084,negative regulation of inclusion body assembly,DNAJA4;DNAJB1;DNAJB2;DNAJB6;DNAJB8;HSF1;HSPA1A;HSPA1B;HSPA2;SACS;SORL1,11
90085,regulation of protein deubiquitination,ITCH;OTUD4;PARK7;SART3;TANK;TNIP1;TRIM21;UBXN1;VCP;WDR48;ZC3H12A,11
90090,negative regulation of canonical Wnt signaling pathway,AMER1;AMER2;AMFR;ANKRD6;APC;APC2;APOE;AXIN1;AXIN2;BICC1;BMP2;CAV1;CCDC88C;CDH2;CHD8;CSNK1A1;CSNK1A1L;CTHRC1;CTNND1;CUL3;CYLD;DAB2;DAB2IP;DACT1;DACT3;DDIT3;DKK1;DKK2;DKK3;DKK4;DKKL1;DRAXIN;DVL1;DVL2;DVL3;EGR1;EMD;FERMT1;FOXO1;FOXO3;FRZB;FUZ;FZD1;FZD6;G3BP1;GLI1;GLI3;GPC3;GREM1;GSK3A;GSK3B;HDAC1;HECW1;IGFBP1;IGFBP2;IGFBP4;IGFBP6;INVS;ISL1;JADE1;KLHL12;KREMEN1;KREMEN2;LATS1;LATS2;LIMD1;LMBR1L;LRP4;LRP6;LZTS2;MAD2L2;MAPK14;MAPK8IP1;MAPK8IP2;MCC;MDK;MESP1;MLLT3;NKD1;NKD2;NKX2-5;NOG;NOTCH1;NOTUM;NPHP3;NPHP4;PFDN5;PRICKLE1;PSMA1;PSMA2;PSMA3;PSMA4;PSMA5;PSMA6;PSMA7;PSMA8;PSMB1;PSMB10;PSMB11;PSMB2;PSMB3;PSMB4;PSMB5;PSMB6;PSMB7;PSMB8;PSMB9;PSMC1;PSMC2;PSMC3;PSMC4;PSMC5;PSMC6;PSMD1;PSMD10;PSMD11;PSMD12;PSMD13;PSMD14;PSMD2;PSMD3;PSMD4;PSMD5;PSMD6;PSMD7;PSMD8;PSMD9;PSME1;PSME2;PSME3;PSME4;PSMF1;PTPRO;PTPRU;RAPGEF1;RBMS3;RBX1;ROR2;RUVBL2;SCYL2;SDHAF2;SFRP1;SFRP2;SFRP4;SFRP5;SHH;SHISA6;SIAH2;SLC9A3R1;SNAI2;SOST;SOSTDC1;SOX10;SOX17;SOX2;SOX9;STK11;STK3;STK4;TBX18;TCF7L2;TLE1;TLE2;TLE3;TLE4;TLE6;TMEM170B;TMEM64;TMEM88;TNN;UBAC2;WNT11;WNT5A;WNT5B;WWTR1;ZNRF3,176
90101,negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,ABL1;ACVR1;ADAM17;ADAMTSL2;ASPN;BAMBI;BCL9L;BMPER;CAV1;CAV2;CD109;CER1;CHRD;CHRDL1;CHST11;CIDEA;CILP;CTDSPL2;DACT2;DAND5;DKK1;DLX1;DNM2;EID2;EMILIN1;FAM89B;FBN1;FBN2;FST;FSTL3;FZD1;GDF3;GLG1;GREM1;GREM2;HIPK2;HSPA1A;HSPA5;HTRA1;HTRA3;HTRA4;IGSF1;LDLRAD4;LEMD2;LEMD3;LRP2;LTBP1;MAGI2;MTMR4;NBL1;NKX2-1;NOG;NOTCH1;NRROS;ONECUT1;ONECUT2;PBLD;PDPK1;PEG10;PIN1;PMEPA1;PPM1A;PRDM16;RASL11B;RBPMS2;RPS27A;SFRP1;SFRP2;SIRT1;SKI;SKIL;SKOR1;SKOR2;SMAD2;SMAD3;SMAD6;SMAD7;SMURF1;SMURF2;SNX25;SNX6;SORL1;SOST;SOSTDC1;SPINT3;STRAP;STUB1;TBX20;TGFB1;TGFB1I1;TGFB3;TGFBR1;TGFBR2;TGFBR3;TMPRSS6;TOB1;TP53;TRIM33;TWSG1;UBA52;UBB;UBC;VASN;VEPH1;VWC2;VWC2L;WFIKKN1;WFIKKN2;WNT1;WNT5A;ZBTB7A;ZNF451,112
90102,cochlea development,ADAM10;CALB1;CCNA2;CTHRC1;DCHS1;DVL1;DVL2;EPHA4;EYA1;FRZB;FZD2;GABRA5;GABRB2;GABRB3;GATA2;GATA3;GLI2;GRHL3;HES1;HEY2;HOXA1;HPN;IFT20;IFT27;KCNK2;KCNK3;MCM2;MYO3A;MYO3B;NEUROG1;NTRK3;OPA1;PAFAH1B1;PAX2;POU3F4;PSAP;PTK7;PVALB;RPGRIP1L;SIX1;SLC17A8;SLC26A5;SLITRK6;SOBP;SOX9;TBX1;TIFAB;VANGL2;WNT5A;ZEB1,50
90103,cochlea morphogenesis,CTHRC1;DVL1;DVL2;EYA1;FRZB;FZD2;GLI2;GRHL3;HOXA1;HPN;MYO3A;MYO3B;NEUROG1;PAX2;POU3F4;PTK7;SIX1;SOX9;TBX1;TIFAB;VANGL2;WNT5A;ZEB1,23
90110,COPII-coated vesicle cargo loading,MIA3;RAB1A;SAR1A;SEC13;SEC23A;SEC23B;SEC24A;SEC24B;SEC24C;SEC24D;SEC31A;SEC31B;TBC1D20,13
90114,COPII-coated vesicle budding,ANKRD28;AREG;BET1;CD59;CNIH1;CNIH2;CNIH3;COL7A1;CSNK1D;CTSC;CTSZ;CUL3;F5;F8;FOLR1;GOLGA2;GORASP1;GOSR2;GRIA1;KLHL12;KLHL21;LMAN1;MCFD2;MIA3;NAPA;NSF;PDCD6;PEF1;PPP6C;PPP6R1;PPP6R3;PREB;RAB1A;RAB1B;SAR1A;SAR1B;SCFD1;SEC13;SEC16A;SEC16B;SEC23A;SEC23B;SEC23IP;SEC24A;SEC24B;SEC24C;SEC24D;SEC31A;SEC31B;SERPINA1;STX5;TBC1D20;TFG;TGFA;TMED10;TMED2;TRAPPC1;TRAPPC10;TRAPPC2L;TRAPPC3;TRAPPC4;TRAPPC5;TRAPPC6A;TRAPPC6B;TRAPPC9;VAPA;VAPB,67
90128,regulation of synapse maturation,ANAPC2;ARHGEF15;CAMK2B;CDC20;CLSTN1;DAB2IP;DISC1;NEURL1;NEUROD2;NFATC4;NRXN1;RELN;YWHAZ,13
90132,epithelium migration,ABL1;ADTRP;AKT1;AMOT;ANLN;APOA1;ARSB;CDH13;CLEC14A;CORO1B;CXCL13;CYP1B1;DPP4;EFNB2;EGR3;EMP2;EPHB4;FAP;FAT2;FERMT1;FGF2;FGF8;GIPC1;GPLD1;GPX1;GREM1;GRHL2;ID1;ITGB1;ITGB2;KANK1;KANK2;KDR;KIT;KRT16;KRT2;LGALS8;LOXL2;LTB4R2;MIA3;MMRN2;MYH9;NANOS1;NOS3;NR4A1;NRP1;PAXIP1;PIK3CA;PIK3R3;PKN1;PKN2;PKN3;PLEKHG5;PLXND1;PPARD;PRKX;PRSS3;PTEN;PTK2;PTK2B;PTP4A3;PTPN11;PXN;RAB13;RHOA;ROBO1;S100A2;S100P;SCARB1;SCG2;SLIT2;SOX18;SRF;STARD13;STAT1;TDGF1;TGFB1I1;TGFBR1;TNFSF12;VEGFA;WDPCP;ZEB2,82
90136,epithelial cell-cell adhesion,BVES;CAMSAP3;CTNNA1;CYP1B1;DSP;IHH;ITGB5;JUP;KIFC3;KIT;PLEKHA7;SERPINB8;SRF;THBS4;VCL,15
90140,regulation of mitochondrial fission,BNIP3;C11orf65;DCN;DDHD1;DDHD2;DHODH;DNM1L;FAM49B;FIS1;INF2;KDR;LRRK2;MAPT;MCU;MFF;MIEF1;MIEF2;MUL1;MYO19;PINK1;PPARGC1A;SPIRE1;STAT2;TMEM135;VPS35,25
90141,positive regulation of mitochondrial fission,BNIP3;DCN;DDHD1;DDHD2;DNM1L;FIS1;KDR;MCU;MFF;MIEF1;MIEF2;MUL1;PINK1;SPIRE1;VPS35,15
